"gene_id","hs_symbol","SYMBOL"
"AMEX60DD006159",NA,"AM006159"
"AMEX60DD006160",NA,"AM006160"
"AMEX60DD006161",NA,"AM006161"
"AMEX60DD006162",NA,"AM006162"
"AMEX60DD006163",NA,"AM006163"
"AMEX60DD006164","MFSD2A","Mfsd2a"
"AMEX60DD006165","CAP1","Cap1"
"AMEX60DD006166","MYCL","Mycl"
"AMEX60DD006167","TRIT1","Trit1"
"AMEX60DD006168",NA,"LOC108701822.1"
"AMEX60DD006169",NA,"D9C73_028124.6"
"AMEX60DD006170","CYRIB","Cyrib"
"AMEX60DD006171","PPT1","Ppt1"
"AMEX60DD006172",NA,"AM006172"
"AMEX60DD006173","EEF1A1","Eef1a1.3"
"AMEX60DD006174",NA,"LOC107688180"
"AMEX60DD006175",NA,"D9C73_028081.1"
"AMEX60DD006176","RPL11","Rpl11"
"AMEX60DD006177","KLHL31","Klhl31"
"AMEX60DD006178","ELOA","Eloa"
"AMEX60DD006179",NA,"AM006179"
"AMEX60DD006180","PITHD1","Pithd1"
"AMEX60DD006181",NA,"AM006181"
"AMEX60DD006182",NA,"AM006182"
"AMEX60DD006183","LYPLA2","Lypla2"
"AMEX60DD006184",NA,"AM006184"
"AMEX60DD006185","GALE","Gale"
"AMEX60DD006186","HMGCL","Hmgcl"
"AMEX60DD006187","FUCA1","Fuca1"
"AMEX60DD006188",NA,"AM006188"
"AMEX60DD006189",NA,"AM006189"
"AMEX60DD006190","ZNF850","Znf850.1"
"AMEX60DD006191",NA,"AM006191"
"AMEX60DD006192",NA,"LOC114789635.1"
"AMEX60DD006193","ZNF300","Znf300"
"AMEX60DD006194","ZNF84","Znf84.1"
"AMEX60DD006195","ZNF268","Znf268.8"
"AMEX60DD006196","ZNF268","Znf268.9"
"AMEX60DD006197","ZNF268","Znf268.10"
"AMEX60DD006198",NA,"AM006198"
"AMEX60DD006199","NLRP1","Nlrp1"
"AMEX60DD006200",NA,"AM006200"
"AMEX60DD006201","NLRP12","Nlrp12"
"AMEX60DD006202","NLRP1","Nlrp1.1"
"AMEX60DD006203",NA,"AM006203"
"AMEX60DD006204","NLRP12","Nlrp12.1"
"AMEX60DD006205",NA,"AM006205"
"AMEX60DD006206",NA,"AM006206"
"AMEX60DD006207",NA,"AM006207"
"AMEX60DD006208","SYT9","Syt9.3"
"AMEX60DD006209","CWF19L1","Cwf19l1"
"AMEX60DD006210",NA,"LOC114058917"
"AMEX60DD006211","GLIPR1L2","Glipr1l2"
"AMEX60DD006212",NA,"AM006212"
"AMEX60DD006213","ECHDC3","Echdc3"
"AMEX60DD006214","PROSER2","Proser2"
"AMEX60DD006215","UPF2","Upf2"
"AMEX60DD006216","CCDC3","Ccdc3"
"AMEX60DD006217","OPTN","Optn"
"AMEX60DD006218","THAP9","Thap9"
"AMEX60DD006219","MCM10","Mcm10"
"AMEX60DD006220","UCMA","Ucma"
"AMEX60DD006221","PHYH","Phyh"
"AMEX60DD006222","GNAI1","Gnai1"
"AMEX60DD006223","CD36","Cd36"
"AMEX60DD006224","SEMA3C","Sema3c"
"AMEX60DD006225",NA,"LOC115069590"
"AMEX60DD006226",NA,"ROHU_037153.1"
"AMEX60DD006227",NA,"LOC116043362.5"
"AMEX60DD006228",NA,"AM006228"
"AMEX60DD006229","HGF","Hgf"
"AMEX60DD006230",NA,"AM006230"
"AMEX60DD006231",NA,"AM006231"
"AMEX60DD006232",NA,"AM006232"
"AMEX60DD006233",NA,"AM006233"
"AMEX60DD006234","CACNA2D1","Cacna2d1"
"AMEX60DD006235",NA,"AM006235"
"AMEX60DD006236","PCLO","Pclo"
"AMEX60DD006237","PCLO","Pclo.1"
"AMEX60DD006238","SEMA3E","Sema3e"
"AMEX60DD006239","SEMA3A","Sema3a"
"AMEX60DD006240",NA,"LOC106702022.2"
"AMEX60DD006241","SEMA3D","Sema3d"
"AMEX60DD006242",NA,"AM006242"
"AMEX60DD006243",NA,"LOC106702273.9"
"AMEX60DD006244","GRM3","Grm3"
"AMEX60DD006245",NA,"LOC115416707"
"AMEX60DD006246",NA,"AM006246"
"AMEX60DD006247","ELAPOR2","Elapor2"
"AMEX60DD006248","DMTF1","Dmtf1"
"AMEX60DD006249","TMEM243","Tmem243"
"AMEX60DD006250","MEIG1","Meig1"
"AMEX60DD006251","DCLRE1C","Dclre1c"
"AMEX60DD006252","SUV39H2","Suv39h2"
"AMEX60DD006253","HSPA14","Hspa14"
"AMEX60DD006254",NA,"AM006254"
"AMEX60DD006255","CDNF","Cdnf"
"AMEX60DD006256","FAM107B","Fam107b"
"AMEX60DD006257",NA,"AM006257"
"AMEX60DD006258","GPR37","Gpr37"
"AMEX60DD006259","GPR37","Gpr37.1"
"AMEX60DD006260","POT1","Pot1"
"AMEX60DD006261","GRM8","Grm8"
"AMEX60DD006262",NA,"AM006262"
"AMEX60DD006263","ZNF800","Znf800"
"AMEX60DD006264",NA,"AM006264"
"AMEX60DD006265",NA,"ORF2P.1"
"AMEX60DD006266","PLXNB2","Plxnb2"
"AMEX60DD006267",NA,"LOC108718530"
"AMEX60DD006268","HDAC10","Hdac10"
"AMEX60DD006269",NA,"AM006269"
"AMEX60DD006270",NA,"AM006270"
"AMEX60DD006271","MAPK12","Mapk12"
"AMEX60DD006272","MAPK11","Mapk11"
"AMEX60DD006273","TUBGCP6","Tubgcp6"
"AMEX60DD006274","SELENOO","Selenoo"
"AMEX60DD006275",NA,"LOC110089651"
"AMEX60DD006276",NA,"AM006276"
"AMEX60DD006277",NA,"AM006277"
"AMEX60DD006278","PANX2","Panx2"
"AMEX60DD006279","MOV10L1","Mov10l1"
"AMEX60DD006280","MLC1","Mlc1"
"AMEX60DD006281","TTLL8","Ttll8"
"AMEX60DD006282",NA,"AM006282"
"AMEX60DD006283","PHYH","Phyh.1"
"AMEX60DD006284","PHYH","Phyh.2"
"AMEX60DD006285","PHYH","Phyh.3"
"AMEX60DD006286",NA,"DV515_00007573"
"AMEX60DD006287","BEND7","Bend7"
"AMEX60DD006288","PRPF18","Prpf18"
"AMEX60DD006289",NA,"LOC115470720"
"AMEX60DD006290","TFEC","Tfec"
"AMEX60DD006291","MDFIC","Mdfic"
"AMEX60DD006292","FOXP2","Foxp2"
"AMEX60DD006293","PPP1R3A","Ppp1r3a"
"AMEX60DD006294",NA,"LOC114595149.16"
"AMEX60DD006295",NA,"N301_12105"
"AMEX60DD006296","GPR85","Gpr85"
"AMEX60DD006297","BMT2","Bmt2"
"AMEX60DD006298","BMT2","Bmt2.1"
"AMEX60DD006299","TMEM168","Tmem168"
"AMEX60DD006300","IFRD1","Ifrd1"
"AMEX60DD006301",NA,"LOC115099352"
"AMEX60DD006302",NA,"LOC115478745"
"AMEX60DD006303",NA,"LOC115099352.1"
"AMEX60DD006304",NA,"LOC115099352.2"
"AMEX60DD006305",NA,"AM006305"
"AMEX60DD006306",NA,"AM006306"
"AMEX60DD006307","ZNF277","Znf277"
"AMEX60DD006308","DOCK4","Dock4"
"AMEX60DD006309","DOCK4","Dock4.1"
"AMEX60DD006310","DOCK4","Dock4.2"
"AMEX60DD006311",NA,"AM006311"
"AMEX60DD006312",NA,"AM006312"
"AMEX60DD006313",NA,"AM006313"
"AMEX60DD006314","FRMD4A","Frmd4a"
"AMEX60DD006315",NA,"AM006315"
"AMEX60DD006316","TES","Tes"
"AMEX60DD006317",NA,"AM006317"
"AMEX60DD006318","CAV2","Cav2"
"AMEX60DD006319","CAV1","Cav1"
"AMEX60DD006320","MET","Met"
"AMEX60DD006321","CAPZA2","Capza2"
"AMEX60DD006322","ST7","St7"
"AMEX60DD006323","WNT2","Wnt2"
"AMEX60DD006324","ASZ1","Asz1"
"AMEX60DD006325",NA,"AM006325"
"AMEX60DD006326",NA,"LOC115372353.3"
"AMEX60DD006327","CFTR","Cftr"
"AMEX60DD006328","CFTR","Cftr.1"
"AMEX60DD006329","CFTR","Cftr.2"
"AMEX60DD006330","CTTNBP2","Cttnbp2"
"AMEX60DD006331",NA,"AM006331"
"AMEX60DD006332","LSM8","Lsm8"
"AMEX60DD006333","ANKRD26","Ankrd26"
"AMEX60DD006334","DNAJB9","Dnajb9"
"AMEX60DD006335","DNAJB9","Dnajb9.1"
"AMEX60DD006336",NA,"AM006336"
"AMEX60DD006337",NA,"LOC115531649"
"AMEX60DD006338","PNPLA8","Pnpla8"
"AMEX60DD006339","NRCAM","Nrcam"
"AMEX60DD006340","CNTN1","Cntn1"
"AMEX60DD006341",NA,"AM006341"
"AMEX60DD006342","PDZRN4","Pdzrn4"
"AMEX60DD006343",NA,"AM006343"
"AMEX60DD006344",NA,"AM006344"
"AMEX60DD006345",NA,"AM006345"
"AMEX60DD006346",NA,"AM006346"
"AMEX60DD006347","GXYLT1","Gxylt1"
"AMEX60DD006348","YAF2","Yaf2"
"AMEX60DD006349",NA,"AM006349"
"AMEX60DD006350",NA,"LOC112543511.3"
"AMEX60DD006351",NA,"AM006351"
"AMEX60DD006352","DUSP6","Dusp6"
"AMEX60DD006353","ATP2B1","Atp2b1"
"AMEX60DD006354",NA,"AM006354"
"AMEX60DD006355",NA,"AM006355"
"AMEX60DD006356",NA,"AM006356"
"AMEX60DD006357",NA,"LOC102346241"
"AMEX60DD006358",NA,"AM006358"
"AMEX60DD006359",NA,"AM006359"
"AMEX60DD006360",NA,"AM006360"
"AMEX60DD006361","NELL2","Nell2"
"AMEX60DD006362","TMEM117","Tmem117"
"AMEX60DD006363","IRAK4","Irak4"
"AMEX60DD006364","PUS7L","Pus7l"
"AMEX60DD006365","ADAMTS20","Adamts20"
"AMEX60DD006366",NA,"AM006366"
"AMEX60DD006367","ADAMTS20","Adamts20.1"
"AMEX60DD006368",NA,"AM006368"
"AMEX60DD006369",NA,"AM006369"
"AMEX60DD006370",NA,"AM006370"
"AMEX60DD006371","PRICKLE1","Prickle1"
"AMEX60DD006372",NA,"AM006372"
"AMEX60DD006373","PPHLN1","Pphln1"
"AMEX60DD006374","ZCRB1","Zcrb1"
"AMEX60DD006375","MAGI2","Magi2"
"AMEX60DD006376","MAGI2","Magi2.1"
"AMEX60DD006377",NA,"AM006377"
"AMEX60DD006378",NA,"AM006378"
"AMEX60DD006379","PHTF2","Phtf2"
"AMEX60DD006380","TMEM60","Tmem60"
"AMEX60DD006381",NA,"ROHU_028354"
"AMEX60DD006382","RSBN1L","Rsbn1l"
"AMEX60DD006383",NA,"LOC106703453"
"AMEX60DD006384","GSAP","Gsap"
"AMEX60DD006385","GSAP","Gsap.1"
"AMEX60DD006386","CCDC146","Ccdc146"
"AMEX60DD006387","FGL2","Fgl2"
"AMEX60DD006388","FAM185A","Fam185a"
"AMEX60DD006389","FBXL13","Fbxl13"
"AMEX60DD006390",NA,"AM006390"
"AMEX60DD006391",NA,"AM006391"
"AMEX60DD006392",NA,"AM006392"
"AMEX60DD006393","PSMC3","Psmc3.1"
"AMEX60DD006394","LRRC17","Lrrc17"
"AMEX60DD006395","FBXL13","Fbxl13.1"
"AMEX60DD006396","ARMC10","Armc10"
"AMEX60DD006397","NAPEPLD","Napepld"
"AMEX60DD006398","PMPCB","Pmpcb"
"AMEX60DD006399","DNAJC2","Dnajc2"
"AMEX60DD006400","PSMC2","Psmc2"
"AMEX60DD006401",NA,"AM006401"
"AMEX60DD006402",NA,"AM006402"
"AMEX60DD006403","SLC26A5","Slc26a5"
"AMEX60DD006404",NA,"AM006404"
"AMEX60DD006405","RELN","Reln"
"AMEX60DD006406",NA,"AM006406"
"AMEX60DD006407","ORC5","Orc5"
"AMEX60DD006408",NA,"AM006408"
"AMEX60DD006409","LHFPL3","Lhfpl3"
"AMEX60DD006410","ARL8B","Arl8b"
"AMEX60DD006411","INTS13","Ints13"
"AMEX60DD006412","FGFR1OP2","Fgfr1op2"
"AMEX60DD006413",NA,"AM006413"
"AMEX60DD006414","TM7SF3","Tm7sf3"
"AMEX60DD006415","MED21","Med21"
"AMEX60DD006416",NA,"AM006416"
"AMEX60DD006417",NA,"AM006417"
"AMEX60DD006418","STK38L","Stk38l"
"AMEX60DD006419",NA,"AM006419"
"AMEX60DD006420",NA,"AM006420"
"AMEX60DD006421","PKP2","Pkp2"
"AMEX60DD006422","SYT10","Syt10.1"
"AMEX60DD006423",NA,"AM006423"
"AMEX60DD006424","PPFIBP1","Ppfibp1"
"AMEX60DD006425","FKBP4","Fkbp4"
"AMEX60DD006426","MCAT","Mcat"
"AMEX60DD006427",NA,"AM006427"
"AMEX60DD006428","TSPO","Tspo"
"AMEX60DD006429",NA,"AM006429"
"AMEX60DD006430","TTLL12","Ttll12"
"AMEX60DD006431","SCUBE1","Scube1.1"
"AMEX60DD006432",NA,"AM006432"
"AMEX60DD006433",NA,"AM006433"
"AMEX60DD006434",NA,"AM006434"
"AMEX60DD006435","SCUBE1","Scube1.2"
"AMEX60DD006436","MPPED1","Mpped1"
"AMEX60DD006437","EFCAB6","Efcab6"
"AMEX60DD006438","EFCAB6","Efcab6.1"
"AMEX60DD006439","EFCAB6","Efcab6.2"
"AMEX60DD006440","SULT4A1","Sult4a1"
"AMEX60DD006441",NA,"AM006441"
"AMEX60DD006442","PNPLA2","Pnpla2.1"
"AMEX60DD006443","SAMM50","Samm50"
"AMEX60DD006444","PARVB","Parvb"
"AMEX60DD006445","PARVG","Parvg"
"AMEX60DD006446",NA,"LOC114595149.17"
"AMEX60DD006447",NA,"AM006447"
"AMEX60DD006448","SHISAL1","Shisal1"
"AMEX60DD006449",NA,"AM006449"
"AMEX60DD006450",NA,"AM006450"
"AMEX60DD006451",NA,"AM006451"
"AMEX60DD006452","ZMYND12","Zmynd12"
"AMEX60DD006453",NA,"VMD2.3"
"AMEX60DD006454",NA,"AM006454"
"AMEX60DD006455",NA,"AM006455"
"AMEX60DD006456",NA,"AM006456"
"AMEX60DD006457",NA,"LOC114595149.18"
"AMEX60DD006458","PRR5","Prr5"
"AMEX60DD006459",NA,"AM006459"
"AMEX60DD006460","PRR5","Prr5.1"
"AMEX60DD006461",NA,"AM006461"
"AMEX60DD006462","PRR5-ARHGAP8","Prr5-Arhgap8"
"AMEX60DD006463",NA,"AM006463"
"AMEX60DD006464","PHF21B","Phf21b"
"AMEX60DD006465",NA,"AM006465"
"AMEX60DD006466",NA,"AM006466"
"AMEX60DD006467",NA,"AM006467"
"AMEX60DD006468",NA,"AM006468"
"AMEX60DD006469",NA,"AM006469"
"AMEX60DD006470","NUP50","Nup50"
"AMEX60DD006471","KIAA0930","Kiaa0930"
"AMEX60DD006472","UPK3A","Upk3a"
"AMEX60DD006473",NA,"LOC115477877"
"AMEX60DD006474","NYNRIN","Nynrin.7"
"AMEX60DD006475","SMC1B","Smc1b.1"
"AMEX60DD006476","SMC1B","Smc1b.2"
"AMEX60DD006477",NA,"AM006477"
"AMEX60DD006478","RIBC2","Ribc2"
"AMEX60DD006479","CDPF1","Cdpf1"
"AMEX60DD006480","PPARA","Ppara"
"AMEX60DD006481",NA,"PARPI_0019568"
"AMEX60DD006482",NA,"AM006482"
"AMEX60DD006483",NA,"AM006483"
"AMEX60DD006484",NA,"AM006484"
"AMEX60DD006485",NA,"AM006485"
"AMEX60DD006486",NA,"E1301_TTI023775.5"
"AMEX60DD006487",NA,"AM006487"
"AMEX60DD006488",NA,"AM006488"
"AMEX60DD006489",NA,"AM006489"
"AMEX60DD006490","WNT7B","Wnt7b"
"AMEX60DD006491","ATXN10","Atxn10"
"AMEX60DD006492",NA,"AM006492"
"AMEX60DD006493","FBLN1","Fbln1"
"AMEX60DD006494",NA,"AM006494"
"AMEX60DD006495","TTC38","Ttc38"
"AMEX60DD006496","YARS2","Yars2"
"AMEX60DD006497","DNM1L","Dnm1l"
"AMEX60DD006498","FGD4","Fgd4"
"AMEX60DD006499",NA,"AM006499"
"AMEX60DD006500",NA,"AM006500"
"AMEX60DD006501","BICD1","Bicd1"
"AMEX60DD006502",NA,"AM006502"
"AMEX60DD006503","HARBI1","Harbi1.23"
"AMEX60DD006504",NA,"XELAEV_18024746MG"
"AMEX60DD006505",NA,"LOC112991530"
"AMEX60DD006506","TTLL1","Ttll1"
"AMEX60DD006507",NA,"AM006507"
"AMEX60DD006508","PACSIN2","Pacsin2"
"AMEX60DD006509",NA,"AM006509"
"AMEX60DD006510","ARFGAP3","Arfgap3"
"AMEX60DD006511","LRRC10","Lrrc10"
"AMEX60DD006512","IP6K3","Ip6k3"
"AMEX60DD006513","BEST3","Best3"
"AMEX60DD006514",NA,"LOC115125240"
"AMEX60DD006515","RAB3IP","Rab3ip"
"AMEX60DD006516","MYRFL","Myrfl"
"AMEX60DD006517",NA,"AM006517"
"AMEX60DD006518","MYRFL","Myrfl.1"
"AMEX60DD006519",NA,"DR999_PMT05479"
"AMEX60DD006520","CNOT2","Cnot2"
"AMEX60DD006521","KCNMB4","Kcnmb4"
"AMEX60DD006522","PTPRB","Ptprb.2"
"AMEX60DD006523",NA,"AM006523"
"AMEX60DD006524","PTPRR","Ptprr"
"AMEX60DD006525","TSPAN8","Tspan8"
"AMEX60DD006526",NA,"AM006526"
"AMEX60DD006527",NA,"AM006527"
"AMEX60DD006528",NA,"AM006528"
"AMEX60DD006529",NA,"AM006529"
"AMEX60DD006530",NA,"LOC115088534.2"
"AMEX60DD006531","ZFC3H1","Zfc3h1"
"AMEX60DD006532",NA,"LOC115531969"
"AMEX60DD006533","TMEM19","Tmem19"
"AMEX60DD006534","POLR3B","Polr3b"
"AMEX60DD006535",NA,"AM006535"
"AMEX60DD006536","POLR3B","Polr3b.1"
"AMEX60DD006537",NA,"LOC112431823"
"AMEX60DD006538","RFX4","Rfx4"
"AMEX60DD006539","RIC8B","Ric8b"
"AMEX60DD006540",NA,"EOD39_9234"
"AMEX60DD006541","TMEM263","Tmem263"
"AMEX60DD006542","VWF","Vwf"
"AMEX60DD006543",NA,"AM006543"
"AMEX60DD006544",NA,"AM006544"
"AMEX60DD006545",NA,"AM006545"
"AMEX60DD006546",NA,"Y1Q_0003163"
"AMEX60DD006547","CHST1","Chst1.1"
"AMEX60DD006548","MTERF2","Mterf2"
"AMEX60DD006549",NA,"LOC102346348"
"AMEX60DD006550",NA,"LOC115090536"
"AMEX60DD006551","CRY1","Cry1"
"AMEX60DD006552","CRY1","Cry1.1"
"AMEX60DD006553","CRY1","Cry1.2"
"AMEX60DD006554",NA,"AM006554"
"AMEX60DD006555",NA,"AM006555"
"AMEX60DD006556",NA,"BTBD11"
"AMEX60DD006557","LDHB","Ldhb"
"AMEX60DD006558",NA,"LOC114595149.19"
"AMEX60DD006559","PWP1","Pwp1"
"AMEX60DD006560",NA,"LOC102461666.7"
"AMEX60DD006561","SSUH2","Ssuh2"
"AMEX60DD006562",NA,"AM006562"
"AMEX60DD006563",NA,"AM006563"
"AMEX60DD006564","TSPAN9","Tspan9"
"AMEX60DD006565",NA,"AM006565"
"AMEX60DD006566",NA,"AM006566"
"AMEX60DD006567","TSPAN11","Tspan11"
"AMEX60DD006568",NA,"AM006568"
"AMEX60DD006569","PRMT8","Prmt8"
"AMEX60DD006570","CRACR2A","Cracr2a"
"AMEX60DD006571",NA,"AM006571"
"AMEX60DD006572",NA,"AM006572"
"AMEX60DD006573","CRACR2A","Cracr2a.1"
"AMEX60DD006574","PARP11","Parp11"
"AMEX60DD006575",NA,"AM006575"
"AMEX60DD006576",NA,"AM006576"
"AMEX60DD006577",NA,"AM006577"
"AMEX60DD006578",NA,"AM006578"
"AMEX60DD006579",NA,"AM006579"
"AMEX60DD006580",NA,"AM006580"
"AMEX60DD006581","CCND2","Ccnd2"
"AMEX60DD006582",NA,"AM006582"
"AMEX60DD006583","TIGAR","Tigar"
"AMEX60DD006584",NA,"AM006584"
"AMEX60DD006585","FGF23","Fgf23"
"AMEX60DD006586",NA,"AM006586"
"AMEX60DD006587","FGF6","Fgf6.1"
"AMEX60DD006588",NA,"AM006588"
"AMEX60DD006589",NA,"AM006589"
"AMEX60DD006590",NA,"AM006590"
"AMEX60DD006591",NA,"CUNH12ORF4"
"AMEX60DD006592",NA,"LOC102095807"
"AMEX60DD006593",NA,"AM006593"
"AMEX60DD006594",NA,"AM006594"
"AMEX60DD006595","RMND1","Rmnd1"
"AMEX60DD006596","RMND1","Rmnd1.1"
"AMEX60DD006597","RMND1","Rmnd1.2"
"AMEX60DD006598","ARMT1","Armt1"
"AMEX60DD006599","RAD51AP1","Rad51ap1"
"AMEX60DD006600","DYRK4","Dyrk4"
"AMEX60DD006601",NA,"AM006601"
"AMEX60DD006602","NDUFA9","Ndufa9"
"AMEX60DD006603",NA,"VMD2.4"
"AMEX60DD006604",NA,"AM006604"
"AMEX60DD006605",NA,"AM006605"
"AMEX60DD006606","KCNA3","Kcna3"
"AMEX60DD006607","KCNA1","Kcna1"
"AMEX60DD006608",NA,"AM006608"
"AMEX60DD006609",NA,"AM006609"
"AMEX60DD006610",NA,"AM006610"
"AMEX60DD006611","KCNA5","Kcna5"
"AMEX60DD006612",NA,"AM006612"
"AMEX60DD006613",NA,"AM006613"
"AMEX60DD006614",NA,"AM006614"
"AMEX60DD006615",NA,"AM006615"
"AMEX60DD006616","NTF3","Ntf3"
"AMEX60DD006617",NA,"AM006617"
"AMEX60DD006618","ANO2","Ano2"
"AMEX60DD006619","VWF","Vwf.1"
"AMEX60DD006620","RDX","Rdx"
"AMEX60DD006621","CD9","Cd9"
"AMEX60DD006622","ADAM9","Adam9.4"
"AMEX60DD006623",NA,"AM006623"
"AMEX60DD006624",NA,"AM006624"
"AMEX60DD006625",NA,"AM006625"
"AMEX60DD006626",NA,"AM006626"
"AMEX60DD006627",NA,"AM006627"
"AMEX60DD006628","BPHL","Bphl"
"AMEX60DD006629","CWF19L1","Cwf19l1.1"
"AMEX60DD006630","CWF19L1","Cwf19l1.2"
"AMEX60DD006631","CWF19L1","Cwf19l1.3"
"AMEX60DD006632",NA,"AM006632"
"AMEX60DD006633","BPHL","Bphl.1"
"AMEX60DD006634",NA,"AM006634"
"AMEX60DD006635","BPHL","Bphl.2"
"AMEX60DD006636","BPGM","Bpgm"
"AMEX60DD006637",NA,"AM006637"
"AMEX60DD006638",NA,"AM006638"
"AMEX60DD006639",NA,"LOC106916513"
"AMEX60DD006640",NA,"LOC101942723"
"AMEX60DD006641",NA,"AM006641"
"AMEX60DD006642",NA,"AM006642"
"AMEX60DD006643","CWF19L1","Cwf19l1.4"
"AMEX60DD006644",NA,"AM006644"
"AMEX60DD006645",NA,"AM006645"
"AMEX60DD006646","CALD1","Cald1"
"AMEX60DD006647",NA,"AM006647"
"AMEX60DD006648","SLC26A4","Slc26a4"
"AMEX60DD006649","RERG","Rerg.1"
"AMEX60DD006650",NA,"AM006650"
"AMEX60DD006651",NA,"AM006651"
"AMEX60DD006652",NA,"AM006652"
"AMEX60DD006653","PTPRO","Ptpro"
"AMEX60DD006654","EPS8","Eps8"
"AMEX60DD006655",NA,"AM006655"
"AMEX60DD006656",NA,"AM006656"
"AMEX60DD006657",NA,"AM006657"
"AMEX60DD006658","STRAP","Strap"
"AMEX60DD006659","DERA","Dera"
"AMEX60DD006660",NA,"AM006660"
"AMEX60DD006661",NA,"AM006661"
"AMEX60DD006662",NA,"LOC106702273.10"
"AMEX60DD006663","MGST1","Mgst1"
"AMEX60DD006664",NA,"AM006664"
"AMEX60DD006665",NA,"AM006665"
"AMEX60DD006666","LMO3","Lmo3"
"AMEX60DD006667",NA,"AM006667"
"AMEX60DD006668",NA,"AM006668"
"AMEX60DD006669",NA,"AM006669"
"AMEX60DD006670",NA,"AM006670"
"AMEX60DD006671",NA,"AM006671"
"AMEX60DD006672",NA,"AM006672"
"AMEX60DD006673",NA,"AM006673"
"AMEX60DD006674","RERGL","Rergl.1"
"AMEX60DD006675","PIK3C2G","Pik3c2g"
"AMEX60DD006676",NA,"AM006676"
"AMEX60DD006677",NA,"AM006677"
"AMEX60DD006678",NA,"AM006678"
"AMEX60DD006679","ATRX","Atrx"
"AMEX60DD006680",NA,"AM006680"
"AMEX60DD006681","PIK3C2G","Pik3c2g.1"
"AMEX60DD006682","PIK3C2G","Pik3c2g.2"
"AMEX60DD006683",NA,"AM006683"
"AMEX60DD006684",NA,"AM006684"
"AMEX60DD006685","PLCZ1","Plcz1"
"AMEX60DD006686",NA,"AM006686"
"AMEX60DD006687",NA,"AM006687"
"AMEX60DD006688",NA,"AM006688"
"AMEX60DD006689",NA,"AM006689"
"AMEX60DD006690","PLEKHA5","Plekha5"
"AMEX60DD006691","PLEKHA5","Plekha5.1"
"AMEX60DD006692","AEBP2","Aebp2"
"AMEX60DD006693",NA,"AM006693"
"AMEX60DD006694",NA,"AM006694"
"AMEX60DD006695",NA,"AM006695"
"AMEX60DD006696",NA,"AM006696"
"AMEX60DD006697","NYNRIN","Nynrin.8"
"AMEX60DD006698",NA,"AM006698"
"AMEX60DD006699","PDE3A","Pde3a"
"AMEX60DD006700","PDE3A","Pde3a.1"
"AMEX60DD006701",NA,"AM006701"
"AMEX60DD006702","SLCO1B3","Slco1b3"
"AMEX60DD006703","SLCO1C1","Slco1c1"
"AMEX60DD006704",NA,"AM006704"
"AMEX60DD006705","SLCO1A2","Slco1a2"
"AMEX60DD006706","IAPP","Iapp"
"AMEX60DD006707",NA,"AM006707"
"AMEX60DD006708","PYROXD1","Pyroxd1"
"AMEX60DD006709","RECQL","Recql"
"AMEX60DD006710","GOLT1B","Golt1b"
"AMEX60DD006711","SPX","Spx"
"AMEX60DD006712",NA,"AM006712"
"AMEX60DD006713",NA,"AM006713"
"AMEX60DD006714","GYS2","Gys2"
"AMEX60DD006715","GYS2","Gys2.1"
"AMEX60DD006716",NA,"LOC102940483"
"AMEX60DD006717",NA,"AM006717"
"AMEX60DD006718",NA,"AM006718"
"AMEX60DD006719",NA,"LOC109975224.2"
"AMEX60DD006720",NA,"D9C73_028119"
"AMEX60DD006721",NA,"AM006721"
"AMEX60DD006722","KCNJ8","Kcnj8"
"AMEX60DD006723",NA,"AM006723"
"AMEX60DD006724","ABCC9","Abcc9"
"AMEX60DD006725","ABCC9","Abcc9.1"
"AMEX60DD006726","ABCC9","Abcc9.2"
"AMEX60DD006727",NA,"AM006727"
"AMEX60DD006728",NA,"D9C73_028471.3"
"AMEX60DD006729",NA,"D9C73_028471.4"
"AMEX60DD006730","CMAS","Cmas"
"AMEX60DD006731","SULT6B1","Sult6b1"
"AMEX60DD006732",NA,"AM006732"
"AMEX60DD006733",NA,"LOC108708171.1"
"AMEX60DD006734",NA,"AM006734"
"AMEX60DD006735",NA,"AM006735"
"AMEX60DD006736",NA,"AM006736"
"AMEX60DD006737",NA,"AM006737"
"AMEX60DD006738",NA,"C4H14ORF39"
"AMEX60DD006739",NA,"C4H14ORF39.1"
"AMEX60DD006740",NA,"AM006740"
"AMEX60DD006741","C2CD5","C2cd5"
"AMEX60DD006742",NA,"LOC112543511.4"
"AMEX60DD006743","C2CD5","C2cd5.1"
"AMEX60DD006744","C2CD5","C2cd5.2"
"AMEX60DD006745","ETNK1","Etnk1.1"
"AMEX60DD006746",NA,"AM006746"
"AMEX60DD006747","ETNK1","Etnk1.2"
"AMEX60DD006748",NA,"AM006748"
"AMEX60DD006749",NA,"AM006749"
"AMEX60DD006750","SOX5","Sox5"
"AMEX60DD006751",NA,"AM006751"
"AMEX60DD006752",NA,"AM006752"
"AMEX60DD006753",NA,"AM006753"
"AMEX60DD006754",NA,"AM006754"
"AMEX60DD006755",NA,"AM006755"
"AMEX60DD006756",NA,"AM006756"
"AMEX60DD006757",NA,"AM006757"
"AMEX60DD006758",NA,"AM006758"
"AMEX60DD006759",NA,"AM006759"
"AMEX60DD006760",NA,"AM006760"
"AMEX60DD006761","ITPR2","Itpr2"
"AMEX60DD006762","ITPR2","Itpr2.1"
"AMEX60DD006763",NA,"LOC115478329"
