rank;CpG;rank.neg;rank.pos;PRC1_Amin;PRC2_Amin;stackHMM;cor;pvalueStudent;qvalueStudent;nPresentSamples;SE;SpeciesCommonName;SpeciesLatinName;Z;CHR;Gene;bp;P;hg
1511;cg22776742;774;;0;0;ReprPC1;-0,128953178;0,208087961;0,595496008;97;0,100891744;Axolotl;Ambystoma mexicanum;-1,258840466;6;TFAP2A;10401171;0,208087961;hg38
1512;cg10257214;775;;0;0;TxEnh5;-0,1289382;0,208141234;0,595496008;97;0,10089214;Axolotl;Ambystoma mexicanum;-1,258693018;13;MBNL2;97356695;0,208141234;hg38
1513;cg05991704;776;;0;0;BivProm3;-0,128877392;0,208357614;0,595721078;97;0,100893749;Axolotl;Ambystoma mexicanum;-1,258094413;19;ZNF536;30361076;0,208357614;hg38
1514;cg18962526;777;;0;0;EnhA17;-0,1288007;0,208630748;0,596108014;97;0,100895776;Axolotl;Ambystoma mexicanum;-1,25733944;2;ARHGAP15;143356125;0,208630748;hg38
1515;cg17803853;778;;0;0;ReprPC3;-0,128721926;0,208911562;0,596195376;97;0,100897857;Axolotl;Ambystoma mexicanum;-1,256563989;20;TSHZ2;53194488;0,208911562;hg38
1516;cg20318739;;738;0;0;TxEnh7;0,128714803;0,208936966;0,596195376;97;0,100898046;Axolotl;Ambystoma mexicanum;1,256493872;18;TSHZ1;75218580;0,208936966;hg38
1517;cg12455961;779;;0;0;Quies3;-0,12856529;0,209470736;0,596949589;97;0,100901992;Axolotl;Ambystoma mexicanum;-1,255022103;1;PKN2-AS1;88290553;0,209470736;hg38
1518;cg09049858;780;;0;1;BivProm1;-0,128563461;0,209477272;0,596949589;97;0,10090204;Axolotl;Ambystoma mexicanum;-1,255004099;18;CELF4;37565454;0,209477272;hg38
1519;cg19880080;781;;0;0;TxEnh4;-0,128479027;0,209779143;0,597416279;97;0,100904267;Axolotl;Ambystoma mexicanum;-1,254172968;2;MAP4K4;101871512;0,209779143;hg38
1520;cg23194298;;739;0;1;BivProm2;0,128418668;0,20999513;0,597637933;97;0,100905858;Axolotl;Ambystoma mexicanum;1,25357883;2;HOXD10;176119193;0,20999513;hg38
1521;cg00587168;;740;0;1;ReprPC1;0,128343946;0,210262733;0,598006096;97;0,100907826;Axolotl;Ambystoma mexicanum;1,252843319;2;DLX1;172093840;0,210262733;hg38
1522;cg19261941;;741;0;0;TxWk1;0,128296692;0,210432088;0,598094531;97;0,100909071;Axolotl;Ambystoma mexicanum;1,252378196;9;PTPRD;8341141;0,210432088;hg38
1523;cg23266553;782;;0;0;Quies2;-0,128255472;0,210579898;0,598121657;97;0,100910156;Axolotl;Ambystoma mexicanum;-1,251972463;16;RBFOX1;7595595;0,210579898;hg38
1524;cg27659622;783;;0;0;EnhA8;-0,128175912;0,2108654;0,598539582;97;0,100912249;Axolotl;Ambystoma mexicanum;-1,251189359;6;SCML4;107824335;0,2108654;hg38
1525;cg15439774;;742;0;0;ReprPC9;0,128056359;0,211294935;0,598607033;97;0,100915392;Axolotl;Ambystoma mexicanum;1,250012626;8;CDCA2;25671234;0,211294935;hg38
1526;cg01548368;;743;0;0;EnhA17;0,128049396;0,211319972;0,598607033;97;0,100915575;Axolotl;Ambystoma mexicanum;1,249944089;17;ACACA;37117536;0,211319972;hg38
1527;cg23178698;;744;0;0;TxEnh6;0,128043822;0,211340014;0,598607033;97;0,100915721;Axolotl;Ambystoma mexicanum;1,249889232;1;SDCCAG8;243415936;0,211340014;hg38
1528;cg08796800;;745;0;0;ReprPC2;0,127992793;0,21152357;0,598607033;97;0,100917062;Axolotl;Ambystoma mexicanum;1,249386975;23;PCDH19;100412572;0,21152357;hg38
1529;cg20960038;;746;0;0;Tx4;0,127976819;0,211581056;0,598607033;97;0,100917481;Axolotl;Ambystoma mexicanum;1,249229743;3;NCK1;136948349;0,211581056;hg38
1530;cg26753700;;747;0;0;EnhA19;0,127775428;0,212306726;0,59960608;97;0,100922765;Axolotl;Ambystoma mexicanum;1,247247596;9;BNC2;16711069;0,212306726;hg38
1531;cg11563254;;748;0;0;ReprPC4;0,127708237;0,212549226;0,59960608;97;0,100924527;Axolotl;Ambystoma mexicanum;1,246586304;14;UNC79;93706825;0,212549226;hg38
1532;cg08776208;;749;0;0;BivProm3;0,127657279;0,212733273;0,59960608;97;0,100925862;Axolotl;Ambystoma mexicanum;1,246084777;2;CAMKMT;44777205;0,212733273;hg38
1533;cg11647274;784;;0;0;HET2;-0,127618769;0,212872435;0,59960608;97;0,10092687;Axolotl;Ambystoma mexicanum;-1,245705769;16;RBFOX1;7422459;0,212872435;hg38
1534;cg17161441;785;;0;0;EnhA17;-0,12760588;0,212919027;0,59960608;97;0,100927208;Axolotl;Ambystoma mexicanum;-1,245578915;16;FTO;54067692;0,212919027;hg38
1535;cg13388302;786;;0;1;BivProm2;-0,127595184;0,212957698;0,59960608;97;0,100927488;Axolotl;Ambystoma mexicanum;-1,245473643;10;FGF8;101774827;0,212957698;hg38
1536;cg12628365;;750;0;0;EnhA8;0,127586607;0,21298871;0,59960608;97;0,100927713;Axolotl;Ambystoma mexicanum;1,245389231;14;LINC01550;98137954;0,21298871;hg38
1537;cg14600868;787;;0;0;ReprPC2;-0,127512485;0,213256847;0,59960608;97;0,100929653;Axolotl;Ambystoma mexicanum;-1,244659749;22;LOC110091768;26952583;0,213256847;hg38
1538;cg10190905;;751;0;0;EnhA2;0,127502827;0,213291803;0,59960608;97;0,100929905;Axolotl;Ambystoma mexicanum;1,244564699;13;DACH1;71524855;0,213291803;hg38
1539;cg19891210;;752;0;0;EnhA19;0,127494962;0,213320272;0,59960608;97;0,100930111;Axolotl;Ambystoma mexicanum;1,244487297;10;CREM;35211273;0,213320272;hg38
1540;cg22411965;788;;0;0;TxEx2;-0,127318239;0,213960674;0,600136678;97;0,100934731;Axolotl;Ambystoma mexicanum;-1,242748096;5;KDM3B;138430330;0,213960674;hg38
1541;cg00401433;;753;0;0;EnhA2;0,127299125;0,21403002;0,600136678;97;0,10093523;Axolotl;Ambystoma mexicanum;1,242559993;8;ZFPM2-AS1;105662011;0,21403002;hg38
1542;cg24357055;789;;0;0;ReprPC3;-0,127294879;0,214045426;0,600136678;97;0,100935341;Axolotl;Ambystoma mexicanum;-1,242518209;8;EBF2;25932668;0,214045426;hg38
1543;cg09024503;;754;0;0;TxEnh5;0,127262306;0,214163645;0,600136678;97;0,100936192;Axolotl;Ambystoma mexicanum;1,242197653;4;LRBA;150599084;0,214163645;hg38
1544;cg23133047;790;;0;0;PromF6;-0,127210286;0,214352542;0,600136678;97;0,10093755;Axolotl;Ambystoma mexicanum;-1,241685717;14;HECTD1;31205796;0,214352542;hg38
1545;cg16676647;791;;0;0;ReprPC7;-0,127154515;0,214555189;0,600136678;97;0,100939006;Axolotl;Ambystoma mexicanum;-1,241136875;7;CAMK2B;44242258;0,214555189;hg38
1546;cg19057807;;755;0;0;TxEx3;0,127151306;0,214566854;0,600136678;97;0,100939089;Axolotl;Ambystoma mexicanum;1,241105295;2;LOC100132215;62996770;0,214566854;hg38
1547;cg07116727;;756;0;1;ReprPC1;0,127136989;0,2146189;0,600136678;97;0,100939463;Axolotl;Ambystoma mexicanum;1,240964402;7;UNCX;1228716;0,2146189;hg38
1548;cg14121771;;757;0;0;EnhWk3;0,126952747;0,21528946;0,601622862;97;0,100944266;Axolotl;Ambystoma mexicanum;1,239151332;4;NPNT;105937094;0,21528946;hg38
1549;cg00719175;;758;0;0;EnhWk4;0,126748347;0,216035124;0,602654574;97;0,100949586;Axolotl;Ambystoma mexicanum;1,237139967;16;LOC102724084;80317123;0,216035124;hg38
1550;cg20145008;;759;0;0;ReprPC1;0,126715161;0,216156361;0,602654574;97;0,100950449;Axolotl;Ambystoma mexicanum;1,236813413;1;BARHL2;90731872;0,216156361;hg38
1551;cg03772350;792;;0;1;BivProm2;-0,126653848;0,216380477;0,602654574;97;0,100952043;Axolotl;Ambystoma mexicanum;-1,2362101;14;FOXA1;37592253;0,216380477;hg38
1552;cg06245192;;760;0;0;BivProm3;0,126632203;0,216459638;0,602654574;97;0,100952606;Axolotl;Ambystoma mexicanum;1,235997109;13;LOC101927284;94662212;0,216459638;hg38
1553;cg02904401;;761;0;0;EnhA6;0,126618227;0,21651076;0,602654574;97;0,100952969;Axolotl;Ambystoma mexicanum;1,235859589;3;SOX2-OT;181692975;0,21651076;hg38
1554;cg11200278;793;;0;0;EnhA18;-0,126559235;0,216726642;0,602654574;97;0,100954501;Axolotl;Ambystoma mexicanum;-1,23527912;6;TFAP2D;50591439;0,216726642;hg38
1555;cg07291847;794;;0;0;TxEx3;-0,126428311;0,217206308;0,602654574;97;0,100957899;Axolotl;Ambystoma mexicanum;-1,233990867;2;FMNL2;152643457;0,217206308;hg38
1556;cg09216777;;762;0;0;TxWk1;0,126417862;0,217244619;0,602654574;97;0,10095817;Axolotl;Ambystoma mexicanum;1,23388806;7;FOXP2;114655440;0,217244619;hg38
1557;cg03315583;;763;0;0;TxEnh1;0,126414;0,217258784;0,602654574;97;0,100958271;Axolotl;Ambystoma mexicanum;1,233850053;9;PBX3;125884021;0,217258784;hg38
1558;cg24183611;795;;0;0;EnhA2;-0,126378303;0,217389717;0,602654574;97;0,100959196;Axolotl;Ambystoma mexicanum;-1,23349882;17;LOC101927855;61381018;0,217389717;hg38
1559;cg07392299;796;;0;0;EnhA19;-0,126352345;0,217484964;0,602654574;97;0,100959869;Axolotl;Ambystoma mexicanum;-1,233243409;5;LOC101927421;124980772;0,217484964;hg38
1560;cg20888163;;764;0;0;TxEnh8;0,126339779;0,217531086;0,602654574;97;0,100960195;Axolotl;Ambystoma mexicanum;1,233119759;2;MRPS9;105081332;0,217531086;hg38
1561;cg13802770;;765;0;0;TxEx3;0,126304932;0,217659016;0,602654574;97;0,100961099;Axolotl;Ambystoma mexicanum;1,232776889;8;EXT1;117799805;0,217659016;hg38
1562;cg06786029;797;;0;0;TxEx2;-0,12628354;0,217737576;0,602654574;97;0,100961653;Axolotl;Ambystoma mexicanum;-1,232566407;11;ZBTB44;130236916;0,217737576;hg38
1563;cg12999303;798;;0;0;TxEx2;-0,126280601;0,217748371;0,602654574;97;0,100961729;Axolotl;Ambystoma mexicanum;-1,23253749;9;FAM120A;93532236;0,217748371;hg38
1564;cg08924167;;766;0;1;ReprPC2;0,12620688;0,218019268;0,602689715;97;0,100963639;Axolotl;Ambystoma mexicanum;1,231812139;19;LOC100505585;41933390;0,218019268;hg38
1565;cg16420308;799;;0;0;HET7;-0,126201319;0,218039713;0,602689715;97;0,100963783;Axolotl;Ambystoma mexicanum;-1,23175742;14;NRXN3;79861542;0,218039713;hg38
1566;cg23164054;800;;0;0;TxEnh1;-0,12611503;0,218357115;0,603181634;97;0,100966017;Axolotl;Ambystoma mexicanum;-1,230908429;15;SPRED1;38299392;0,218357115;hg38
1567;cg03504911;801;;0;0;ReprPC6;-0,126045345;0,218613681;0,603504984;97;0,100967819;Axolotl;Ambystoma mexicanum;-1,230222807;8;XKR6;10924744;0,218613681;hg38
1568;cg17939749;802;;0;0;EnhA19;-0,125957441;0,218937631;0,60401382;97;0,100970092;Axolotl;Ambystoma mexicanum;-1,229357945;13;DACH1;71759768;0,218937631;hg38
1569;cg10903496;;767;0;1;ReprPC1;0,125908539;0,219117996;0,604097729;97;0,100971356;Axolotl;Ambystoma mexicanum;1,228876814;7;UNCX;1239479;0,219117996;hg38
1570;cg08880309;;768;0;0;TxWk2;0,125818817;0,219449186;0,604097729;97;0,100973673;Axolotl;Ambystoma mexicanum;1,22799409;18;ZNF407;74876991;0,219449186;hg38
1571;cg25622623;803;;0;1;BivProm1;-0,125794159;0,21954027;0,604097729;97;0,10097431;Axolotl;Ambystoma mexicanum;-1,227751492;17;LOC101927855;61399779;0,21954027;hg38
1572;cg12461019;;769;0;0;Tx2;0,125793958;0,219541014;0,604097729;97;0,100974315;Axolotl;Ambystoma mexicanum;1,227749512;18;ZNF521;25242044;0,219541014;hg38
1573;cg19214235;804;;0;0;TxWk2;-0,125723454;0,219801589;0,604097729;97;0,100976134;Axolotl;Ambystoma mexicanum;-1,227055879;23;IQSEC2;53248781;0,219801589;hg38
1574;cg24460327;805;;0;0;EnhWk4;-0,125689637;0,219926653;0,604097729;97;0,100977006;Axolotl;Ambystoma mexicanum;-1,226723177;1;GPATCH2;217403211;0,219926653;hg38
1575;cg00608008;;770;0;1;BivProm1;0,12568452;0,219945581;0,604097729;97;0,100977138;Axolotl;Ambystoma mexicanum;1,226672836;7;HOXA11;27185223;0,219945581;hg38
1576;cg05927178;;771;0;0;EnhA15;0,125450208;0,22081355;0,605912916;97;0,100983176;Axolotl;Ambystoma mexicanum;1,224367697;1;PROX1-AS1;213793721;0,22081355;hg38
1577;cg19960246;;772;0;0;Tx6;0,125430515;0,220886607;0,605912916;97;0,100983683;Axolotl;Ambystoma mexicanum;1,224173969;3;SATB1;18376815;0,220886607;hg38
1578;cg19818130;;773;0;0;EnhWk8;0,125322395;0,221288027;0,606209636;97;0,100986464;Axolotl;Ambystoma mexicanum;1,223110332;2;LINC01122;58812925;0,221288027;hg38
1579;cg14625788;806;;0;1;BivProm1;-0,1252827;0,221435533;0,606209636;97;0,100987485;Axolotl;Ambystoma mexicanum;-1,222719835;13;OBI1-AS1;78609191;0,221435533;hg38
1580;cg25097115;807;;0;0;Quies3;-0,125265927;0,221497881;0,606209636;97;0,100987916;Axolotl;Ambystoma mexicanum;-1,222554835;2;LINC01122;59078262;0,221497881;hg38
1581;cg27146044;;774;0;0;TxEx1;0,125250477;0,221555321;0,606209636;97;0,100988313;Axolotl;Ambystoma mexicanum;1,222402852;5;ZNF131;43161679;0,221555321;hg38
1582;cg01166712;;775;0;0;PromF7;0,125176297;0,221831263;0,60637575;97;0,100990219;Axolotl;Ambystoma mexicanum;1,221673126;6;MARCKS;113861729;0,221831263;hg38
1583;cg25149191;808;;0;0;TxEx3;-0,125158801;0,221896381;0,60637575;97;0,100990668;Axolotl;Ambystoma mexicanum;-1,221501015;15;PRC1-AS1;90969447;0,221896381;hg38
1584;cg03967706;809;;0;0;Quies3;-0,125009091;0,222454139;0,607469111;97;0,100994511;Axolotl;Ambystoma mexicanum;-1,22002832;6;ZDHHC14;157628351;0,222454139;hg38
1585;cg02634400;810;;0;0;Tx7;-0,124947128;0,222685278;0,607469111;97;0,1009961;Axolotl;Ambystoma mexicanum;-1,2194188;8;FAM91A1;123778726;0,222685278;hg38
1586;cg02482206;811;;0;0;TxWk2;-0,124896062;0,222875894;0,607469111;97;0,100997409;Axolotl;Ambystoma mexicanum;-1,218916481;23;PLP1;103786682;0,222875894;hg38
1587;cg17710254;812;;0;0;Quies3;-0,124890258;0,222897565;0,607469111;97;0,100997558;Axolotl;Ambystoma mexicanum;-1,218859392;2;LINC01876;155731119;0,222897565;hg38
1588;cg22807090;813;;0;0;TxEnh4;-0,1248632;0,222998621;0,607469111;97;0,100998251;Axolotl;Ambystoma mexicanum;-1,218593226;1;PHC2;33331411;0,222998621;hg38
1589;cg18166255;814;;0;0;EnhA19;-0,124777353;0,223319449;0,607893755;97;0,10100045;Axolotl;Ambystoma mexicanum;-1,217748793;9;TLE4;79651598;0,223319449;hg38
1590;cg03137308;;776;0;0;Tx8;0,12468678;0,223658289;0,607893755;97;0,101002768;Axolotl;Ambystoma mexicanum;1,216857891;8;ZFHX4;76779004;0,223658289;hg38
1591;cg21949818;815;;0;0;EnhWk4;-0,12464159;0,223827484;0,607893755;97;0,101003924;Axolotl;Ambystoma mexicanum;-1,216413396;18;NOL4;33957480;0,223827484;hg38
1592;cg17323990;816;;0;0;TxWk2;-0,124608471;0,223951543;0,607893755;97;0,101004771;Axolotl;Ambystoma mexicanum;-1,216087629;5;ADAMTS2;179154097;0,223951543;hg38
1593;cg26368124;;777;0;0;EnhWk4;0,124580832;0,224055111;0,607893755;97;0,101005477;Axolotl;Ambystoma mexicanum;1,215815767;7;FOXP2;114431321;0,224055111;hg38
1594;cg07290414;;778;0;0;TxEnh6;0,124557984;0,22414075;0,607893755;97;0,101006061;Axolotl;Ambystoma mexicanum;1,215591039;6;RUNX2;45431988;0,22414075;hg38
1595;cg00057767;817;;0;0;EnhWk8;-0,124551612;0,22416464;0,607893755;97;0,101006224;Axolotl;Ambystoma mexicanum;-1,215528357;18;ZNF521;25176415;0,22416464;hg38
1596;cg05260361;;779;0;0;Quies1;0,124475087;0,224451664;0,607893755;97;0,10100818;Axolotl;Ambystoma mexicanum;1,214775666;3;IL20RB;137349595;0,224451664;hg38
1597;cg11416350;818;;0;0;Tx5;-0,124449062;0,224549335;0,607893755;97;0,101008844;Axolotl;Ambystoma mexicanum;-1,214519691;2;HPCAL1;10420096;0,224549335;hg38
1598;cg27111554;819;;0;0;EnhWk4;-0,124419956;0,224658606;0,607893755;97;0,101009587;Axolotl;Ambystoma mexicanum;-1,214233408;2;ARHGAP15;143312698;0,224658606;hg38
1599;cg27556260;820;;0;0;TxEx1;-0,124372447;0,224837043;0,607893755;97;0,1010108;Axolotl;Ambystoma mexicanum;-1,213766131;14;PPP4R3A;91475944;0,224837043;hg38
1600;cg04958799;821;;1;0;TxEx3;-0,124362237;0,224875405;0,607893755;97;0,101011061;Axolotl;Ambystoma mexicanum;-1,213665707;11;LRP4;46886506;0,224875405;hg38
1601;cg17936504;822;;0;0;Tx2;-0,124334049;0,224981338;0,607893755;97;0,10101178;Axolotl;Ambystoma mexicanum;-1,213388457;18;ZNF407;74736076;0,224981338;hg38
1602;cg14736210;823;;0;0;BivProm3;-0,124196798;0,225497632;0,608908439;97;0,10101528;Axolotl;Ambystoma mexicanum;-1,21203853;20;KCNB1;49482105;0,225497632;hg38
1603;cg23525713;;780;0;0;EnhA17;0,124151144;0,225669553;0,608992531;97;0,101016443;Axolotl;Ambystoma mexicanum;1,211589507;18;ZNF521;25113360;0,225669553;hg38
1604;cg22531336;;781;0;0;EnhWk4;0,124104928;0,225843681;0,609082469;97;0,10101762;Axolotl;Ambystoma mexicanum;1,211134969;2;FIGN;163493782;0,225843681;hg38
1605;cg14365239;824;;0;0;EnhA18;-0,124065708;0,225991529;0,609101463;97;0,101018619;Axolotl;Ambystoma mexicanum;-1,210749229;13;RBM26;79288088;0,225991529;hg38
1606;cg11085831;;782;0;0;TxEx2;0,12396909;0,226356033;0,609612767;97;0,101021077;Axolotl;Ambystoma mexicanum;1,209798993;4;ZNF827;145761375;0,226356033;hg38
1607;cg04040316;825;;0;0;EnhA2;-0,123937545;0,226475127;0,609612767;97;0,10102188;Axolotl;Ambystoma mexicanum;-1,209488759;17;BCAS3;60941254;0,226475127;hg38
1608;cg15932297;;783;0;0;BivProm1;0,123903423;0,226604004;0,609612767;97;0,101022747;Axolotl;Ambystoma mexicanum;1,209153174;1;PKN2-AS1;88462564;0,226604004;hg38
1609;cg05879189;826;;0;1;ReprPC1;-0,123795371;0,227012447;0,610038802;97;0,101025493;Axolotl;Ambystoma mexicanum;-1,208090518;4;NKX1-1;1405506;0,227012447;hg38
1610;cg08700971;;784;0;0;TxEx2;0,123761342;0,227141188;0,610038802;97;0,101026358;Axolotl;Ambystoma mexicanum;1,207755851;1;LMO4;87340074;0,227141188;hg38
1611;cg23486454;827;;0;0;BivProm4;-0,12374965;0,227185432;0,610038802;97;0,101026654;Axolotl;Ambystoma mexicanum;-1,207640868;8;ZFPM2;105321699;0,227185432;hg38
1612;cg23091488;;785;0;0;Tx5;0,123674541;0,227469805;0,610117945;97;0,101028561;Axolotl;Ambystoma mexicanum;1,206902214;2;FMNL2;152645476;0,227469805;hg38
1613;cg05111000;828;;0;0;EnhA17;-0,123667365;0,227496985;0,610117945;97;0,101028743;Axolotl;Ambystoma mexicanum;-1,206831647;11;HTATIP2;20276512;0,227496985;hg38
1614;cg02298641;;786;0;0;TxEx2;0,123584511;0,227810999;0,610466015;97;0,101030845;Axolotl;Ambystoma mexicanum;1,206016835;12;CHD4;6583359;0,227810999;hg38
1615;cg25636273;829;;0;0;EnhA20;-0,1234771;0,228218535;0,610466015;97;0,101033568;Axolotl;Ambystoma mexicanum;-1,204960542;12;SCN8A;51688801;0,228218535;hg38
1616;cg15962733;;787;0;0;TxEnh8;0,123467924;0,228253373;0,610466015;97;0,1010338;Axolotl;Ambystoma mexicanum;1,204870307;9;TLE1;81613504;0,228253373;hg38
1617;cg07459029;;788;0;0;Quies3;0,123401153;0,228506997;0,610466015;97;0,101035491;Axolotl;Ambystoma mexicanum;1,204213687;13;CDK8;26393406;0,228506997;hg38
1618;cg14464509;830;;0;1;ReprPC1;-0,123381928;0,228580058;0,610466015;97;0,101035978;Axolotl;Ambystoma mexicanum;-1,204024632;7;UNCX;1225742;0,228580058;hg38
1619;cg22356523;;789;0;0;EnhA2;0,123354914;0,228682746;0,610466015;97;0,101036662;Axolotl;Ambystoma mexicanum;1,203758988;15;LINC00924;95471741;0,228682746;hg38
1620;cg09606114;831;;0;0;EnhA1;-0,123260271;0,229042774;0,610466015;97;0,101039057;Axolotl;Ambystoma mexicanum;-1,202828293;17;SMG6;2085784;0,229042774;hg38
1621;cg05817746;832;;0;0;TxEnh5;-0,123245616;0,229098558;0,610466015;97;0,101039427;Axolotl;Ambystoma mexicanum;-1,202684181;1;ERI3;44296999;0,229098558;hg38
1622;cg20677320;833;;0;0;DNase1;-0,12321233;0,229225294;0,610466015;97;0,101040269;Axolotl;Ambystoma mexicanum;-1,202356866;19;ZNF536;30650118;0,229225294;hg38
1623;cg08153906;;790;0;0;EnhA5;0,123143966;0,229485747;0,610466015;97;0,101041997;Axolotl;Ambystoma mexicanum;1,201684608;7;HDAC9;18835137;0,229485747;hg38
1624;cg16218569;834;;0;0;TxEx3;-0,123122738;0,229566663;0,610466015;97;0,101042533;Axolotl;Ambystoma mexicanum;-1,201475864;16;ZFHX3;72959467;0,229566663;hg38
1625;cg08267336;;791;0;0;EnhA10;0,123114151;0,2295994;0,610466015;97;0,10104275;Axolotl;Ambystoma mexicanum;1,201391427;1;POU2F1;167328912;0,2295994;hg38
1626;cg26472530;835;;0;1;PromF5;-0,123056936;0,229817609;0,610466015;97;0,101044195;Axolotl;Ambystoma mexicanum;-1,200828823;5;NR2F1-AS1;93585332;0,229817609;hg38
1627;cg00891226;;792;0;0;TxEnh4;0,123046425;0,229857716;0,610466015;97;0,101044461;Axolotl;Ambystoma mexicanum;1,200725457;15;MAN2A2;90907364;0,229857716;hg38
1628;cg14403641;836;;0;0;EnhWk4;-0,123040659;0,229879717;0,610466015;97;0,101044606;Axolotl;Ambystoma mexicanum;-1,200668759;14;NOVA1;26445005;0,229879717;hg38
1629;cg15680017;837;;0;0;EnhA2;-0,123039354;0,229884694;0,610466015;97;0,101044639;Axolotl;Ambystoma mexicanum;-1,200655935;8;TRPS1;115419734;0,229884694;hg38
1630;cg05202136;838;;0;0;EnhA17;-0,122948579;0,23023127;0,61049441;97;0,10104693;Axolotl;Ambystoma mexicanum;-1,19976333;4;MSANTD1;3249118;0,23023127;hg38
1631;cg25011187;839;;0;0;Quies3;-0,122865281;0,230549618;0,61049441;97;0,101049031;Axolotl;Ambystoma mexicanum;-1,198944265;7;FOXP2;114692903;0,230549618;hg38
1632;cg12482375;;793;0;0;TxEx2;0,122762632;0,230942346;0,61049441;97;0,101051618;Axolotl;Ambystoma mexicanum;1,19793494;17;CLTC;59682638;0,230942346;hg38
1633;cg25709820;840;;0;0;Quies3;-0,122747006;0,231002168;0,61049441;97;0,101052011;Axolotl;Ambystoma mexicanum;-1,197781304;2;TEX41;145300493;0,231002168;hg38
1634;cg14807945;;794;0;0;BivProm4;0,12269486;0,231201891;0,61049441;97;0,101053324;Axolotl;Ambystoma mexicanum;1,197268569;2;ZEB2;144431535;0,231201891;hg38
1635;cg23696633;;795;0;0;Quies2;0,122685494;0,231237778;0,61049441;97;0,10105356;Axolotl;Ambystoma mexicanum;1,197176473;2;LINC01831;103816573;0,231237778;hg38
1636;cg14812813;;796;0;0;Acet3;0,122661363;0,231330248;0,61049441;97;0,101054168;Axolotl;Ambystoma mexicanum;1,196939214;3;STXBP5L;121282322;0,231330248;hg38
1637;cg03237342;;797;0;0;TxEnh2;0,12265653;0,231348775;0,61049441;97;0,101054289;Axolotl;Ambystoma mexicanum;1,196891686;15;TCF12;57133559;0,231348775;hg38
1638;cg17109710;;798;0;0;EnhA17;0,12261473;0,231509028;0,61049441;97;0,101055341;Axolotl;Ambystoma mexicanum;1,196480694;5;RANBP17;171201482;0,231509028;hg38
1639;cg08768607;841;;0;0;Tx6;-0,122588529;0,231609519;0,61049441;97;0,101056;Axolotl;Ambystoma mexicanum;-1,196223073;15;TRPM7;50609581;0,231609519;hg38
1640;cg19270384;;799;0;0;EnhA5;0,122583516;0,231628748;0,61049441;97;0,101056126;Axolotl;Ambystoma mexicanum;1,196173787;23;FGF13;138857569;0,231628748;hg38
1641;cg01725297;;800;0;0;TxEx2;0,122504544;0,231931837;0,61049441;97;0,101058112;Axolotl;Ambystoma mexicanum;1,195397307;1;CLCN6;11828587;0,231931837;hg38
1642;cg14929816;842;;0;0;EnhA2;-0,122477499;0,232035697;0,61049441;97;0,101058792;Axolotl;Ambystoma mexicanum;-1,195131397;8;ZFHX4-AS1;76581769;0,232035697;hg38
1643;cg01655447;843;;0;0;TxEx1;-0,12234639;0,232539649;0,61049441;97;0,101062085;Axolotl;Ambystoma mexicanum;-1,193842332;4;DHX15;24527967;0,232539649;hg38
1644;cg22938044;;801;0;0;EnhWk4;0,122323989;0,23262583;0,61049441;97;0,101062648;Axolotl;Ambystoma mexicanum;1,193622086;2;FIGN;163493855;0,23262583;hg38
1645;cg06562912;844;;0;0;ReprPC4;-0,122274778;0,232815232;0,61049441;97;0,101063883;Axolotl;Ambystoma mexicanum;-1,193138255;17;ARHGAP44;12941123;0,232815232;hg38
1646;cg10024790;;802;0;0;EnhA15;0,122246752;0,232923146;0,61049441;97;0,101064586;Axolotl;Ambystoma mexicanum;1,192862709;6;DEFB112;50093685;0,232923146;hg38
1647;cg16670915;;803;0;0;ReprPC2;0,122128439;0,233379093;0,61049441;97;0,101067552;Axolotl;Ambystoma mexicanum;1,191699504;17;GUCY2D;8014694;0,233379093;hg38
1648;cg10562683;845;;0;0;TxWk1;-0,12212632;0,233387264;0,61049441;97;0,101067605;Axolotl;Ambystoma mexicanum;-1,191678671;7;CDK14;91114593;0,233387264;hg38
1649;cg17876210;846;;0;0;TxEnh4;-0,122095966;0,233504344;0,61049441;97;0,101068366;Axolotl;Ambystoma mexicanum;-1,191380247;16;ZFHX3;72811577;0,233504344;hg38
1650;cg23633223;;804;0;0;TxEnh4;0,122067857;0,233612804;0,61049441;97;0,10106907;Axolotl;Ambystoma mexicanum;1,191103888;22;EWSR1;29291547;0,233612804;hg38
1651;cg05661289;;805;0;0;Tx7;0,122055813;0,233659282;0,61049441;97;0,101069371;Axolotl;Ambystoma mexicanum;1,190985487;4;UBE2K;39777718;0,233659282;hg38
1652;cg05371975;847;;0;0;TxEx1;-0,122054339;0,233664971;0,61049441;97;0,101069408;Axolotl;Ambystoma mexicanum;-1,190970996;5;SREK1;66158827;0,233664971;hg38
1653;cg06191395;;806;0;0;BivProm3;0,122008577;0,233841645;0,61049441;97;0,101070554;Axolotl;Ambystoma mexicanum;1,190521092;6;LINC01276;41445442;0,233841645;hg38
1654;cg11730244;;807;0;0;Tx6;0,121972923;0,23397936;0,61049441;97;0,101071447;Axolotl;Ambystoma mexicanum;1,190170564;18;ROCK1;21045442;0,23397936;hg38
1655;cg09549073;848;;0;1;BivProm4;-0,121971612;0,233984422;0,61049441;97;0,10107148;Axolotl;Ambystoma mexicanum;-1,190157682;7;HOXA-AS3;27143655;0,233984422;hg38
