"CpG","cor_cpg","pvalueStudent","qvalueStudent","SE","Z_cpg","CHR","Gene","Single_gene","Tissue"
"cg07221240",0.517733550906792,0.0231786239828877,0.335656193451007,0.177524428604905,2.2704775488698,6,"SYNE1","yes","Limb"
"cg02779499",-0.236349844665462,0.329967003037759,0.620775108466145,0.228987282077008,-0.974180342900708,12,"TBX3","yes","Limb"
"cg10402101",0.413425773787103,0.0785026668210526,0.451746914648264,0.201081224894484,1.75944080179294,18,"TCF4",NA,"Limb"
"cg06831856",0.361335610024301,0.128512239038991,0.516555986995102,0.210869343614771,1.5199949731431,18,"TCF4",NA,"Limb"
"cg16698248",-0.273083682926818,0.257970365337337,0.595255011437281,0.224448604073899,-1.13120132274966,18,"TCF4",NA,"Limb"
"cg14270451",0.0615296768926073,0.802409273297839,0.75135810329749,0.241617409137379,0.250230275598115,18,"TCF4",NA,"Limb"
"cg27593991",-0.0508577814954412,0.836191763297976,0.757244929514606,0.24190830326156,-0.206767084617162,18,"TCF4",NA,"Limb"
"cg05577345",0.494313417353041,0.0314504391502869,0.34904685835961,0.183273074725452,2.15132648584667,2,"THORLNC","yes","Limb"
"cg24557436",0.17441924249973,0.475125292096437,0.663776814253739,0.235157188751519,0.714164780791582,9,"TLE1","yes","Limb"
"cg25707373",-0.479890351469337,0.0375859829720952,0.374331706878629,0.186680944039926,-2.07934139453677,6,"TMEM63B","yes","Limb"
"cg10487093",0.37636066951838,0.112244002389033,0.50140051173085,0.208181095605837,1.58818725422069,15,"TPM1","yes","Limb"
"cg07934336",-0.238563221441901,0.325324034700806,0.620775108466145,0.228732337953138,-0.983575991140065,3,"TRA2B","yes","Limb"
"cg26640686",0.354167392405073,0.136832417301214,0.527082385535058,0.212113280029293,1.4876909426634,3,"TRIM59-IFT80",NA,"Limb"
"cg14322760",-0.325530572911148,0.173825902760229,0.55483933307579,0.216834087525034,-1.36001270713861,3,"TRIM59-IFT80",NA,"Limb"
"cg02391262",0.197534187206242,0.417589043981984,0.646765842412567,0.233071944340696,0.810611093783228,10,"TRIM8",NA,"Limb"
"cg05017276",-0.0853616615779916,0.728247543933799,0.734750730559756,0.240768361733137,-0.347457630544167,8,"TRPS1",NA,"Limb"
"cg01562774",-0.141589919531114,0.563127454433524,0.697156629551885,0.237673342297742,-0.57820243585439,7,"TWIST1",NA,"Limb"
"cg26140919",-0.00300060550836139,0.99027296153282,0.78822992390236,0.242533441334475,-0.012191336815472,4,"UBE2K",NA,"Limb"
"cg17352520",0.227708213906325,0.348464574878613,0.620775108466145,0.229959902901482,0.937571672230149,15,"UBE2Q2",NA,"Limb"
"cg06645865",-0.544977993729619,0.0158231967626448,0.302720798389724,0.170502298554412,-2.41296827565874,1,"UTP11",NA,"Limb"
"cg16317038",0.363173398937911,0.126437943925577,0.516555986995102,0.21054640873379,1.52830050771843,1,"UTP11",NA,"Limb"
"cg25751494",0.11608731860493,0.636023576108959,0.715550008867876,0.239267150550219,0.473265775375546,1,"UTP11",NA,"Limb"
"cg03425039",0.023363471421108,0.924364365543374,0.775189999442624,0.242403236529608,0.0949376319270712,1,"UTP11",NA,"Limb"
"cg23245556",0.158825134321045,0.516050472597201,0.676834287066738,0.236417561231378,0.649445484367531,6,"UTRN",NA,"Limb"
"cg05520117",0.724978523960644,0.000445136505473331,0.0996389893702691,0.11506038963646,3.51176793666382,1,"VAV3-AS1",NA,"Limb"
"cg03802507",0.0832333043452629,0.734787823894991,0.737152107274372,0.240855390867898,0.338763600827109,1,"VPS13D",NA,"Limb"
"cg26709300",-0.0781077260210966,0.750609463977696,0.742169615338517,0.241055959604945,-0.317835838555016,16,"YPEL3",NA,"Limb"
"cg03064169",-0.000201289739901744,0.999347466066022,0.789478325670929,0.242535615209381,-0.000817830095699534,16,"YPEL3",NA,"Limb"
"cg21908378",-0.000671721969660422,0.997822437797488,0.789276322100753,0.242535515601736,-0.00272917288127712,11,"ZBTB16",NA,"Limb"
"cg01105418",0.170743125442076,0.484624358416051,0.667232951016982,0.235464931842204,0.698884270345143,1,"ZBTB18",NA,"Limb"
"cg21170961",0.467219007447855,0.0437046319592613,0.386176723566361,0.189591650095633,2.01691262851201,3,"ZBTB20-AS5",NA,"Limb"
"cg12958012",0.429310327430928,0.0666115104674915,0.42985545658882,0.197834524949614,1.83428627473087,3,"ZBTB20-AS5",NA,"Limb"
"cg08916715",0.341649780384053,0.152253260957649,0.540032207674244,0.214225757903355,1.43161770108341,3,"ZBTB20-AS5",NA,"Limb"
"cg22552849",0.259737563102214,0.282878603380775,0.601753244521526,0.22617329823415,1.07387523684437,3,"ZBTB20-AS5",NA,"Limb"
"cg03062698",-0.526962423598204,0.0204355024208183,0.329097521057503,0.175186053839526,-2.31825433857438,2,"ZEB2",NA,"Limb"
"cg04709860",-0.353327859574774,0.137830963873248,0.529968727220003,0.212257337820979,-1.48391691488222,2,"ZEB2",NA,"Limb"
"cg05962837",-0.321735290364514,0.179191931921453,0.557150316953687,0.217429890072187,-1.34324723330044,2,"ZEB2",NA,"Limb"
"cg00044472",-0.239927553494439,0.322481434607791,0.620775108466145,0.228574005773377,-0.989371456360052,2,"ZEB2",NA,"Limb"
"cg16771805",-0.226589510948648,0.350902073817768,0.621516054890457,0.23008316537754,-0.932840990130702,2,"ZEB2",NA,"Limb"
"cg12336777",-0.185784607983656,0.446355292221193,0.653287674211619,0.234164284668726,-0.761505337219407,2,"ZEB2",NA,"Limb"
"cg07605328",-0.136411706384601,0.577628747339944,0.700744800030215,0.238022484862784,-0.556851714403418,2,"ZEB2",NA,"Limb"
"cg17278116",-0.095895344701912,0.696150057912404,0.729017227238184,0.240305287526093,-0.390522720432083,2,"ZEB2",NA,"Limb"
"cg12279940",-0.0774630993606962,0.752606205417715,0.743138416964556,0.241080282314749,-0.315204741919116,2,"ZEB2",NA,"Limb"
"cg24250511",0.0686766358376318,0.779967618370268,0.749073617781981,0.241391710536382,0.279361233513381,2,"ZEB2",NA,"Limb"
"cg05968078",-0.0677984177541334,0.782716661335956,0.750025203663106,0.241420779609768,-0.275780500694477,2,"ZEB2",NA,"Limb"
"cg25296103",0.039743714373052,0.871667436842072,0.765313710274442,0.242152524777549,0.161540854233265,2,"ZEB2",NA,"Limb"
"cg14421309",0.178605959248264,0.464421102658333,0.658997518489484,0.234798717089859,0.73158631642689,2,"ZEB2-AS1",NA,"Limb"
"cg19123296",0.0552253831360822,0.822329225332923,0.754975519668962,0.241795929472005,0.224550180393909,2,"ZEB2-AS1",NA,"Limb"
"cg23245779",-0.308512005921595,0.198757134803148,0.56803928646138,0.219451167241607,-1.2851005918371,16,"ZFHX3",NA,"Limb"
"cg21391782",-0.292461765298082,0.224345889097521,0.575429558243382,0.221790610979494,-1.21505297031789,16,"ZFHX3",NA,"Limb"
"cg18616546",0.28506143579203,0.236832480517568,0.58362176785306,0.222827174767456,1.18294112750113,16,"ZFHX3",NA,"Limb"
"cg18099500",-0.15488202926509,0.526654660365042,0.684098084607852,0.236717573022281,-0.63312095299118,16,"ZFHX3",NA,"Limb"
"cg23076498",0.20173753665003,0.407545137476193,0.644770305890439,0.232664901996701,0.828221380712875,8,"ZFHX4-AS1",NA,"Limb"
"cg08928882",0.126072566074412,0.607049281510504,0.706502956078555,0.238680693011834,0.514289958006987,8,"ZFHX4-AS1",NA,"Limb"
"cg18026227",0.114094024237259,0.641870389247765,0.71789934670836,0.23937843054542,0.46508527667551,8,"ZFHX4-AS1",NA,"Limb"
"cg25194110",0.0915700069602292,0.709273667854626,0.730426871344263,0.240501947770682,0.372831753902834,8,"ZFHX4-AS1",NA,"Limb"
"cg01079539",0.238779929420877,0.324871535279101,0.620775108466145,0.228707249081085,0.984496329533464,10,"ZNF503-AS1",NA,"Limb"
"cg22518437",0.192383779197785,0.430074432206125,0.649024681586089,0.233559013263774,0.789064289622635,10,"ZNF503-AS1",NA,"Limb"
"cg13590730",-0.0253100456628124,0.91808202153509,0.77516571510321,0.242380257100214,-0.102849999806833,10,"ZNF503-AS1",NA,"Limb"
"cg13897219",-0.44801657696442,0.0543967829743081,0.40749540074385,0.193854152510427,-1.92366344415008,10,"ZNF503-AS2",NA,"Limb"
"cg14783285",0.222739838001394,0.359364692074674,0.627196489232132,0.230502696477668,0.91657633078436,18,"ZNF521",NA,"Limb"
"cg14834925",0.224722208918659,0.354992466379118,0.625374901862377,0.230287558708002,0.924948942810021,5,"ZNF608",NA,"Limb"
"cg01403803",0.119007962898802,0.627493790544892,0.71426791483475,0.239100618388595,0.485257370737231,5,"ZNF608",NA,"Limb"
"cg03901868",0.0766550348363147,0.755111322904498,0.744026019236858,0.241110487070124,0.311906841554347,2,"ZNF804A",NA,"Limb"
"cg26051847",0.38407915355734,0.104486347544873,0.491821630193129,0.206757546667258,1.62348228373617,6,"ADGRB3","yes","Limb"
"cg08382491",0.400431445745656,0.0893410588936668,0.470799656955142,0.203646167112747,1.69888391177882,1,"BCAR3",NA,"Limb"
"cg05925239",-0.381497348305633,0.107036884313093,0.495848900589035,0.207236935170141,-1.61165569260383,1,"BCAR3",NA,"Limb"
"cg08539704",0.329571291515679,0.16823383641984,0.549799806744398,0.216192075766954,1.37790106397003,1,"BCAR3",NA,"Limb"
"cg06678289",-0.171478738581509,0.48271609095767,0.667232951016982,0.235403875220658,-0.701940787695145,1,"BCAR3",NA,"Limb"
"cg04061729",-0.0655968936073228,0.789618764484701,0.750551518603285,0.241492005774145,-0.266805701103939,1,"BCAR3",NA,"Limb"
"cg22163848",-0.0396099223999797,0.87209606417277,0.765313710274442,0.242155099749087,-0.160996618211834,1,"BCAR3",NA,"Limb"
"cg13978957",0.487913626185303,0.0340685036571342,0.359656143902474,0.184797665295942,2.11925995794073,2,"BCL11A","yes","Limb"
"cg02794451",-0.336740601076858,0.158616431657737,0.544861482465838,0.215033484002385,-1.40974012642584,12,"CACNA1C","yes","Limb"
"cg08573313",0.2040389825891,0.402101799368808,0.64077079833575,0.232438404592275,0.837873418095238,7,"CASD1","yes","Limb"
"cg26774146",-0.528004618829042,0.0201426266657043,0.326944012984894,0.174919390377528,-2.32368045677197,10,"CELF2","yes","Limb"
"cg22522751",-0.0626222476602278,0.79896850744393,0.751263317982049,0.241584510449878,-0.254682274959088,18,"CELF4","yes","Limb"
"cg02052767",-0.23410703596016,0.33471123572162,0.620775108466145,0.229243192277509,-0.964667785131356,7,"CREB5","yes","Limb"
"cg27441580",-0.268544762596956,0.266281037677102,0.59725594947611,0.225044855682722,-1.11166773424959,5,"CREBRF","yes","Limb"
"cg06482098",0.0430600559457262,0.861054152152518,0.762865201644723,0.242085923140139,0.175032429118091,5,"CTNND2","yes","Limb"
"cg15761219",0.521068062214969,0.0221559320156278,0.332937079221143,0.176684310489961,2.28768396767485,12,"DUSP6","yes","Limb"
"cg12084468",0.302013734760658,0.208872283892792,0.573877028628583,0.220413393818835,1.25667240643424,12,"ELK3",NA,"Limb"
"cg06256720",-0.0334320037276944,0.891923483804474,0.770333525227775,0.242264543241507,-0.135870718780427,12,"ELK3",NA,"Limb"
"cg21650422",0.34547077807418,0.147424322549687,0.538521102317729,0.213588983999142,1.44868946963326,2,"EPC2","yes","Limb"
"cg14550429",0.192140755005265,0.430668378651014,0.64966121800848,0.233581677918264,0.788048429351643,6,"FOXC1",NA,"Limb"
"cg04504095",0.021116984138478,0.93161995339693,0.775921117228256,0.242427471848034,0.0858068596308098,6,"FOXC1",NA,"Limb"
"cg18508649",0.468213912626036,0.0431982792764805,0.385847966598891,0.1893659301795,2.02178779420333,2,"GPD2",NA,"Limb"
"cg01526265",0.0959830161312921,0.695884890375959,0.729017227238184,0.240301207531135,0.390881417155429,2,"GPD2",NA,"Limb"
"cg11905915",0.0240468969025004,0.922158181741174,0.77516571510321,0.24239537802276,0.0977155321115526,2,"GPD2",NA,"Limb"
"cg22879626",-0.515837711372943,0.0237764411743052,0.336277442351122,0.177999673587208,-2.26072258253604,1,"GREM2","yes","Limb"
"cg06384413",0.588185140470007,0.00807658549899273,0.241878923687259,0.158627573464674,2.64885131945284,17,"HOXB5",NA,"Limb"
"cg11155697",0.295756323744221,0.218927213621496,0.573877028628583,0.221320596614258,1.22938574157115,17,"HOXB5",NA,"Limb"
"cg19762019",0.261720641023054,0.279087098341055,0.600940172480524,0.22592249402365,1.08237237469123,17,"HOXB5",NA,"Limb"
"cg10153335",0.0698181476223656,0.776398137704608,0.748718324991766,0.241353367248142,0.284015975733371,17,"HOXB5",NA,"Limb"
"cg05867960",-0.0377706988183895,0.877991767644427,0.767678956532579,0.242189617483103,-0.153515500395438,13,"ING1","yes","Limb"
"cg00672657",0.0865560592669447,0.724585078957634,0.734750730559756,0.240718559921805,0.352337618778051,16,"IRX5","yes","Limb"
"cg02004484",-0.145123630447098,0.553324134787975,0.69266625646376,0.237427614224461,-0.592786363709883,18,"KLHL14","yes","Limb"
"cg15944174",0.0804213985419863,0.743455399114618,0.739739788529936,0.240967001302014,0.327280950464313,17,"KPNA2","yes","Limb"
"cg25424749",0.463938708330067,0.045406401739431,0.392420683915195,0.190332469301091,2.00086999602178,19,"LOC100505585",NA,"Limb"
"cg23344477",-0.377783646075385,0.11078371514282,0.500861170022237,0.207920823427744,-1.59468043595358,19,"LOC100505585",NA,"Limb"
"cg15592596",-0.166863913063526,0.494748576927187,0.669050474475196,0.235782568478705,-0.682775715782148,7,"MIR129-1",NA,"Limb"
"cg24013305",0.457658505075835,0.0488053877872157,0.3943057514524,0.191736221313351,1.97028787037937,17,"MIR193A",NA,"Limb"
"cg24615802",0.178835377675806,0.463838096370459,0.658774782414527,0.234778828288334,0.732541542597594,17,"MIR193A",NA,"Limb"
"cg26616840",0.347187427327511,0.145289844694525,0.538123262775208,0.213300596725304,1.45637188006736,13,"MIR3665",NA,"Limb"
"cg10052190",0.320206137461738,0.181385219003179,0.557883753043926,0.21766796949263,1.33650208641598,16,"MOSMO",NA,"Limb"
"cg08284222",0.285565809452086,0.235967575282052,0.582959641491174,0.222757370746326,1.18512614484478,16,"MOSMO",NA,"Limb"
"cg12280054",0.233132105606161,0.336785898206771,0.620775108466145,0.229353673468885,0.960535251334368,15,"NR2F2","yes","Limb"
"cg23128382",0.219031597852549,0.367625440429048,0.629044694555324,0.230900017022858,0.900930185879173,11,"OSBP","yes","Limb"
"cg21390528",0.442809004351274,0.0576115556741248,0.413853347838358,0.194979284709691,1.89864204990332,11,"PHF21A",NA,"Limb"
"cg18611872",0.30221357053631,0.208556269609519,0.573877028628583,0.220384108555932,1.25754523576653,11,"PHF21A",NA,"Limb"
"cg22190090",-0.200203137558536,0.411196318879477,0.645807487163874,0.232814482788788,-0.821790188323612,17,"PIP4K2B","yes","Limb"
"cg19764539",-0.210603114982284,0.386796053750755,0.636488691399604,0.231778279465397,-0.865442334176188,21,"PKNOX1","yes","Limb"
"cg17659328",-0.162577021489231,0.506054924719791,0.673374993356327,0.236125096101035,-0.664993071299126,15,"POLG","yes","Limb"
"cg18261844",-0.111306822759397,0.650079801185595,0.718705301486579,0.239530800538068,-0.453651331668371,1,"POU2F1","yes","Limb"
"cg02681015",0.255453098373604,0.291177870715781,0.606128537986903,0.226708651052639,1.05554121369695,1,"PRDM16","yes","Limb"
"cg01061575",-0.19025816130972,0.435284019477738,0.651507782185549,0.233756279748633,-0.780181551875809,22,"PRR5-ARHGAP8","yes","Limb"
"cg06467581",0.0273749373129641,0.91142290556981,0.774416208245368,0.242353871945111,0.111243944026752,5,"PURA","yes","Limb"
"cg17954486",0.565750117423376,0.0115784797360252,0.273550562225968,0.164906472541212,2.52473732310113,9,"RFX3","yes","Limb"
"cg23976192",0.235717990345352,0.331299548191784,0.620775108466145,0.229059625142654,0.971499608087885,14,"RNASE11","yes","Limb"
"cg07414895",-0.109885236787695,0.654281917047207,0.719903021179344,0.239607064295889,-0.447821650281985,5,"SAP30L","yes","Limb"
"cg17999879",0.22299899483451,0.358791368503952,0.627196489232132,0.2304746796683,0.917670553255166,12,"SMARCC2",NA,"Limb"
"cg22192672",0.138258519077111,0.572438561423222,0.699494767959631,0.23789945516025,0.564463753411516,12,"SMARCC2",NA,"Limb"
"cg23148651",0.0384817894229232,0.875711592773589,0.766634083547169,0.242176466612646,0.156407795633023,6,"SOX4","yes","Limb"
"cg12446925",-0.366675730932629,0.122550649987957,0.513900184296906,0.209926445484976,-1.54415556735396,11,"SPI1",NA,"Limb"
"cg18498870",-0.356948194964448,0.133561128517161,0.524229768721052,0.211633672610777,-1.5002056949858,11,"SPI1",NA,"Limb"
"cg21852308",-0.2871207370335,0.233313955994828,0.580700106498562,0.222541396141867,-1.19186558094628,11,"SPI1",NA,"Limb"
"cg09829700",0.333764277307531,0.162562044086231,0.548664907042166,0.215517497701812,1.39650643526907,18,"SPIRE1",NA,"Limb"
"cg01932632",0.226780363482017,0.350485539586598,0.621295822356867,0.230062179548666,0.933647916647562,18,"SPIRE1",NA,"Limb"
"cg13219248",0.460686776858251,0.0471430313732066,0.392420683915195,0.191061729957487,1.98501294418534,18,"TCF4",NA,"Limb"
"cg19826810",0.187391346348593,0.442362237453651,0.653242519566845,0.234018861248338,0.768210329910532,18,"TCF4",NA,"Limb"
"cg17942018",0.175053611292904,0.473495539849974,0.663404247436033,0.235103419895555,0.716803195295422,18,"TCF4",NA,"Limb"
"cg05767211",0.150987813686067,0.537225521806021,0.6876074592311,0.237006462809672,0.617013954041311,18,"TCF4",NA,"Limb"
"cg13160963",0.0174509448023352,0.943471185613635,0.779991979155851,0.242461764334681,0.0709077370360951,6,"TMEM170B","yes","Limb"
"cg08321639",0.180221281776993,0.460324077187823,0.656790592526462,0.234658138172174,0.738313314892052,8,"TRPS1","yes","Limb"
"cg22766890",-0.165924150736902,0.497216576969776,0.669617362387485,0.235858419478778,-0.678875773851963,11,"WNT11",NA,"Limb"
"cg25563382",0.0543755483088433,0.825022740538785,0.754975519668962,0.241818519892211,0.221089506709012,11,"WNT11",NA,"Limb"
"cg03899760",-0.0443099374194927,0.857059968810082,0.761537631541958,0.242059437731812,-0.18011795279529,11,"WNT11",NA,"Limb"
"cg17136263",0.193799971479146,0.426621895745654,0.648648251521879,0.233426367996698,0.794985570612587,8,"XKR6","yes","Limb"
"cg24580106",0.549775242061418,0.0147471974249958,0.301803115824393,0.169228549198708,2.43852845945647,2,"XPO1",NA,"Limb"
"cg08330824",0.544935151110874,0.0158330806078674,0.302720798389724,0.170513623690746,2.41274066732413,2,"XPO1",NA,"Limb"
"cg09455096",0.264900402525128,0.27307348759411,0.600558859446604,0.225516361008271,1.09601208100352,2,"XPO1",NA,"Limb"
"cg06637963",0.301456802486477,0.209754662070165,0.573877028628583,0.22049490815517,1.25424033820208,10,"ZEB1-AS1",NA,"Limb"
"cg25231972",-0.257684466250984,0.286837213299844,0.604467436209949,0.226430948082512,-1.06508555967476,10,"ZEB1-AS1",NA,"Limb"
"cg07188186",0.290721229734483,0.227243443933052,0.576601708798378,0.222036796945877,1.20749012983813,19,"ZNF536","yes","Limb"
